title,date,top_keywords
"구글 CEO ""바이브 코딩 유용하지만, 내년까지 엔지니어 채용 예정""",2025-06-06 19:02:00,"['피차', '트래픽', '코딩', '인력', '코더']"
"MS CEO ""오픈AI 파트너십 여전히 강력...변화는 자연스러운 일""",2025-06-06 18:33:00,"['파트너', '나델', '관계', '우리', '달러']"
"앤트로픽, 미국 정부 위한 맞춤형 모델 '클로드 거브' 출시",2025-06-06 17:48:00,"['거브', '정부', '기관', '앤트로픽', '무기']"
"구글, 코딩 성능 더 강화한 '제미나이 2.5 프로' 업데이트 버전 공개",2025-06-06 17:23:00,"['코딩', '버전', '모델', '개선', '테스트']"
"유지환 KAIST 교수, IEEE 로봇저널 최우수 논문상 수상",2025-06-06 16:20:00,"['로봇', '그로', '통로', '내부', '소프트']"
"[6월5일] ""할리우드 대부분이 이미 AI 사용해...숨기고 있을 뿐""",2025-06-06 07:00:00,"['영화', '할리우드', '배우', '영화사', '스튜디오']"
‘오픈 소스’로 구동된 우크라이나의 대규모 드론 공격,2025-06-06 07:00:00,"['예주', '타임스', '힙합', '베타', '베이퍼웨어']"
"허깅페이스, 맥북에서 구동하는 로봇용 시각-언어-행동 모델 출시",2025-06-05 18:23:00,"['로봇', '스몰', '페이스', '레이스', '카운팅']"
"레딧, 무단으로 AI 훈련 데이터 사용한 앤트로픽 고소",2025-06-05 18:05:00,"['레딧', '앤트로픽', '소송', '콘텐츠', '수익']"
"미스트랄, 코딩 AI 역량 총 집결한 기업용 어시스턴트 ‘미스트랄 코드’ 출시",2025-06-05 18:05:00,"['미스트랄', '코드', '트랄', '데스', '코딩']"
"오픈AI, '업무용' AI 도구 대거 출시...MS·구글과 에이전트 경쟁 불가피",2025-06-05 18:05:00,"['작성', '회의', '코덱스', '도구', '코딩']"
"""미·중 갈등으로 애플 인텔리전스 중국 출시 지연""",2025-06-05 18:05:00,"['애플', '중국', '아이폰', '알리바바', '승인']"
"퍼플렉시티, 에이닷 제치고 국내 모바일 AI 앱 3위 올라",2025-06-05 18:05:00,"['리테일', '퍼플', '치인', '뤼튼', '시티']"
"AI 검색 광고 시장, 5년 내 26배로 증가...비중은 14%에 그쳐",2025-06-05 18:00:00,"['광고', '검색', '케터', '시장', '예측']"
"엔비디아 '블랙웰', ML커먼스 테스트서 이전 세대보다 2배 빠른 성능 기록",2025-06-05 18:00:00,"['블랙', '훈련', '엔비디아', '테스트', '퍼프']"
"앤드류 응 ""바이브 코딩은 필수...코딩 교육도 AI 잘 쓰기 위해 필수""",2025-06-05 18:00:00,"['코딩', '바이브', '컴퓨터', '사람', '교수']"
"앤트로픽, 오픈AI가 인수한 윈드서프에 '클로드' 접근 축소",2025-06-05 18:00:00,"['윈드', '클로드', '앤트로픽', '코딩', '접근']"
"앤트로픽, 오픈AI·구글 상대 인재 영입률 10배 높아",2025-06-05 18:00:00,"['앤트로픽', '인재', '시그널', '파이어', '창업']"
"삼성, 잠금화면에서도 표시되는 AI 커머스 기능 미국서 출시",2025-06-05 17:42:00,"['랜스', '갤럭시', '울트라', '플러스', '커머스']"
"톰슨로이터, 리걸 테크 포럼 개최",2025-06-05 15:55:00,"['리걸', '톰슨', '법률', '김준원', '로이터']"
[AI&빅데이터쇼] 아크릴 “AI 플랫폼으로 헬스케어 혁신”,2025-06-05 14:53:00,"['아크릴', '나단', '나디아', '현장', '병원']"
"래블업, 독일서 ‘백엔드닷AI 엔터프라이즈’ 소개…""글로벌 HPC 시장 공략""",2025-06-05 14:49:00,"['래블업', '유럽', '계획', '정규', '백엔드']"
"라이너, 새로운 BI 공개…“환각 없는 정확한 AI 검색 상징”",2025-06-05 14:45:00,"['라이너', '검색', '브랜드', '김진우', '신뢰']"
"코난, 리벨리온 칩에 '코난 LLM' 탑재한 AI 스테이션 테스트 중",2025-06-05 14:38:00,"['코난', '국산', '스테이션', '서버', '코난테크놀로지']"
"이스트에이드, 뉴스를 팟캐스트로 들려 주는 '포털 줌' AI 서비스 출시",2025-06-05 14:30:00,"['캐스트', '이슈', '오디오', '이스트', '이드']"
"한컴위드, 딥페이크·가짜뉴스 탐지 시스템 공동 개발 참여",2025-06-05 14:17:00,"['탐지', '한컴', '위드', '세트', '페이크']"
"경희대, 보건복지부 '의료 AI 융합 인재 양성 사업' 선정",2025-06-05 14:10:00,"['인재', '양성', '교육', '융합', '오동']"
"엘리스그룹, AI 연구진에 글로벌 최저가로 클라우드 공급...""빅테크 대비 최대 70% 저렴""",2025-06-05 14:02:00,"['엘리스', '클라우드', '고성능', '미네소타', '비용']"
"셀렉트스타, 삼성생명 금융AI 서비스 신뢰성 검증 수행",2025-06-05 13:45:00,"['셀렉', '생명', '스타', '김세엽', '금융']"
[AI의 역사] 51 추론 중 결국 멈춰서 버린 로봇 – 프레임 문제와 다니엘 데닛,2025-06-05 11:00:00,"['프레임', '데닛', '수레', '폭탄', '바퀴']"
"[6월4일] 기업 비용 절감을 위한 AI 활용의 새로운 사례...""노후 소프트웨어 현대화""",2025-06-05 07:00:00,"['소라', '유즈', '케이스', '알고리즘', '음악']"
"""딥시크, 'R1' 최신 버전 훈련 위해 '제미나이' 복제한 듯""",2025-06-04 18:05:00,"['시크', '증류', '훈련', '모델', '의혹']"
"알트먼 ""AI 에이전트, 이미 신입 사원처럼 여겨지기 시작""",2025-06-04 18:05:00,"['업무', '방식', '발견', '과학', '알트']"
"앤트로픽, 인간 감독 아래 '클로드'로 블로그 운영...'AI 콘텐츠' 시대 예고",2025-06-04 18:05:00,"['블로그', '클로드', '기사', '앤트로픽', '글쓰기']"
"""우크라이나의 대규모 드론 공격은 오픈 소스 소프트웨어로 구동""",2025-06-04 18:05:00,"['드론', '아두', '공격', '우크라이나', '러시아']"
"메타, MS 이어 콘스텔레이션 핵 발전소와 전력 계약 체결",2025-06-04 18:05:00,"['원전', '전력', '계약', '클린턴', '가동']"
"구글, '노트북LM'에 공개 링크 공유 기능 추가...""활용 폭 대폭 확장""",2025-06-04 18:00:00,"['공유', '링크', '노트북', '노트', '개요']"
"알리바바, '딥시크' 성공으로 엄청난 부담...마윈 회장까지 '큐원' 개발 독려",2025-06-04 18:00:00,"['큐원', '알리바바', '시크', '개발', '모델']"
반려견 행동 모니터링하고 상태 알려주는 'AI 목줄' 출시,2025-06-04 18:00:00,"['반려견', '건강', '파이', '마시기', '충전']"
챗GPT 무료 사용자를 위한 '메모리' 기능 강화,2025-06-04 18:00:00,"['메모리', '무료', '버전', '맥락', '꼽는']"
"OECD, AI 능력을 인간과 비교하는 프레임워크 제시...'AI는 5단계 중 2~3레벨에 불과""",2025-06-04 17:32:00,"['능력', '지표', '단계', '인간', '보고서']"
"오픈AI, AI 에이전트 프레임워크에 4가지 주요 업데이트 도입",2025-06-04 17:30:00,"['음성', '리얼타임', '추적', '대화', '실행']"
"오픈AI CSO, 이재명 대통령 취임 축하 메시지 전해",2025-06-04 17:12:00,"['민주당', '이재명', '위원회', '지난주', '대통령']"
"캔버스앤피플, 세무사 업무 AI 에이전트 ‘택스캔버스’ 정식 출시",2025-06-04 15:10:00,"['세무', '스캔', '버스', '피플', '캔버스']"
"코어라인소프트, 북유럽 병원 폐암검진 프로젝트에 AI 솔루션 공급",2025-06-04 14:30:00,"['라인', '핀란드', '소프트', '코어', '검진']"
"무하유, AI 면접 서비스 몬스터 TTA ‘AI 신뢰성 인증’ 획득",2025-06-04 14:00:00,"['신뢰', '인증', '무하', '신동호', '몬스터']"
"윤석원 에이아이웍스 대표, 오픈 소스 AI 생태계 위해 정부 역할 강조",2025-06-04 13:05:00,"['아이웍스', '윤석', '간담', '공익', '에이']"
"[AI&빅데이터쇼] 크라우드웍스, 기업 AI 도입 전과정 지원하는 솔루션 선보여",2025-06-04 12:57:00,"['알피', '우드', '웍스', '아카데미', '에이']"
'알트먼 축출' 사태 영화로 나온다...알트먼 역에 앤드류 가필드  물망,2025-06-04 11:46:00,"['사태', '제작', '알트', '해임', '영화']"
"[챗withAI] ""21대 대선 결과에 대한 X  사용자 반응을 정리해 줘""",2025-06-04 07:23:00,"['그록', '답변', '타임스', '힙합', '베타서비스']"
"[챗withAI] ""21대 대선 결과에 대한 해외 각국 매체 반응을 정리해 줘""",2025-06-04 06:57:00,"['응답', '타임스', '힙합', '베타서비스', '베타']"
"[챗withAI] ""21대 대선 결과와 의의를 설명해 줘""",2025-06-04 06:32:00,"['응답', '그록', '클로드', '미나', '타임스']"
"벤지오, '가드레일' 모델 개발하는 비영리 단체 설립",2025-06-03 20:30:00,"['교수', '과학자', '안전', '가드레일', '행동']"
"""소송 대신 협업""...음악 AI 수노·유디오, 대형 음반사와 라이선스 협상 중",2025-06-03 19:16:00,"['유디오', '음반사', '음악', '협상', '뮤직']"
"연세대, 웹 브라우저 AI 에이전트 성능 개선하는 보상 모델 ‘웹-셰퍼드’ 소개",2025-06-03 18:31:00,"['셰퍼드', '보상', '평가', '탐색', '구진']"
"알리바바, 긴 컨텍스트 추론 향상 학습 프레임워크 ‘큐원롱-L1’ 공개",2025-06-03 17:42:00,"['큐원', '추론', '텍스트', '모델', '능력']"
"일레븐랩스, 기업용 '대화형 AI 2.0' 출시...""자연스럽고 지능적인 상호작용 가능""",2025-06-03 17:07:00,"['음성', '일레븐', '대화', '금제', '랩스']"
"삼성, 비디오 생성 모델 품질 높이는 ‘ANSE’ 기술 공개…""노이즈 시드 선택이 핵심""",2025-06-03 16:49:00,"['비디오', '노이즈', '시드', '코그', '품질']"
"직장 복귀한 머스크, 156조 가치로 xAI 대규모 투자 라운드 준비",2025-06-03 13:46:00,"['달러', '매각', '가치', '뉴럴링크', '콜로서스']"
"LG전자, AI안전연구소와 글로벌 AI 규제 대응 협력",2025-06-03 13:10:00,"['전자', '책임', '안전', '윤리', '안전성']"
"MS, 오픈AI '소라' 기반 동영상 생성 AI 모바일에서 무료 서비스",2025-06-03 12:44:00,"['소라', '비디오', '영상', '프롬프트', '동영상']"
AI로 다시 그린 ‘베스트셀러’ 표지…“채식주의자부터 죄와벌까지”,2025-06-03 09:00:00,"['가온', '프라임', '베스트셀러', '표지', '무라카미']"
[6월2일] 'AI 기업→AI 래퍼→AI 롤업'...확대되는 AI 투자 전략,2025-06-03 07:00:00,"['롤업', '투자', '인수', '합병', '스타트업']"
현재 중국 동영상 AI 중 가장 성공한 사례,2025-06-03 07:00:00,"['예주', '타임스', '힙합', '베타', '베이퍼웨어']"
"구글, 오픈 소스 모델 다운·실행하는 휴대폰 앱 출시",2025-06-02 18:05:00,"['실행', '갤러리', '모델', '엣지', '휴대폰']"
"메타, '제품 평가' 담당 AI로 90% 교체 추진",2025-06-02 18:05:00,"['메타', '위험성', '제품', '자동화', '영역']"
"""AI는 기술 역사상 가장 빠르게 성장...오픈AI도 추월 당할 수 있어""",2025-06-02 18:05:00,"['수익', '본드', '유동', '보고서', '모든']"
"""애플, 오픈AI 맞먹는 150B 추론 모델 개발...출시는 미정""",2025-06-02 18:05:00,"['애플', '내부', '모델', '대신', '개발자']"
"중국, 엔비디아 칩 벗어나기 위해 당분간 '하이브리드' 방식 채택",2025-06-02 18:05:00,"['중국', '엔비디아', '화웨이', '바이두', '중국산']"
"구글, 'AI 개요' 연도 오류 수정...""현재는 2024년""",2025-06-02 18:00:00,"['개요', '피차', '검색', '오류', '업데이트']"
"앤트로픽 ""대졸 신입 뽑기 어려워...클로드 익숙한 사용자는 예외""",2025-06-02 18:00:00,"['앤트로픽', '채용', '크리', '대졸', '사람']"
질문 맞춰 최적 LLM 찾아주는 '라우팅' 챗봇 플랫폼 등장,2025-06-02 18:00:00,"['몬스터', '슈머', '토큰', '조합', '모델']"
"중국서 로봇용 통합 운영체제 출시...""로봇 자립 위한 중대한 혁신""",2025-06-02 18:00:00,"['로봇', '중국', '랜드', '카일', '인트웰']"
"예진, AI 검색 서비스 '젤리아이' 베타 출시",2025-06-02 17:15:00,"['젤리', '예진', '아이', '종현', '검색']"
"미국, 1분기 재생 에너지 설치 역대 두번째...바이든 정부 정책에 힘입어",2025-06-02 17:05:00,"['에너지', '재생', '설치', '태양광', '용량']"
"소프트뱅크-인텔, HBM 대체할 차세대 메모리 공동 개발",2025-06-02 15:31:00,"['메모리', '일본', '반도체', '전력', '소프트뱅크']"
"[AI&빅데이터쇼] 펀진, 지휘결심 지원체계 ‘KWM’ 등 국방AI 기술 소개",2025-06-02 15:28:00,"['펀진', '결심', '지휘', '방공', '체계']"
"[AI&빅데이터쇼] 페르소나AI, 기업용 생성 AI 플랫폼·오프라인 AI PC 선보여",2025-06-02 15:25:00,"['페르소나', '유승재', '스테이션', '업무', '전시']"
"오토아이티, DGIST와 산업 안전용 레이더 센서 특허·기술 이전 계약 체결",2025-06-02 14:00:00,"['아이티', '오토', '안전', '레이더', '산업']"
"씨이랩, 반도체 품질 검사 솔루션 '엑스아이바 마이크로' 출시",2025-06-02 13:33:00,"['검사', '이바', '정밀', '반도체', '품질']"
"PFCT, 고려저축은행에 AI 대출 심사 시스템 공급",2025-06-02 13:31:00,"['대출', '금융', '토스', '심사', '이수환']"
"쿼터백, AI 자산 관리 플랫폼 '베러웰스' 출시",2025-06-02 13:28:00,"['자산', '쿼터백', '연금', '금융', '웰스']"
"[양현상 칼럼] 미지의 바다에서 별의 바다로, 조선 산업이 우주 산업에 던지는 통찰",2025-06-02 13:27:00,"['우주', '조선', '산업', '인류', '조선업']"
"""삼성, 갤럭시 S26에 퍼플렉시티 AI 음성 비서 탑재 계약 임박""",2025-06-02 13:09:00,"['퍼플', '시티', '삼성', '애플', '탑재']"
"""AI, 인간처럼 의사소통 능력 자발적으로 개발할 수 있어""",2025-06-01 22:43:00,"['사회', '집단', '연구', '인간', '행동']"
'AI 일자리 보험' 첫 등장...AI로 직종별 '대체 지수' 계산,2025-06-01 21:36:00,"['근로자', '보험', '싱귤러리티', '지급', '기준']"
"오답 보상에도 AI 성능 향상하는 강화 학습…""정답 없어도 학습 가능”",2025-06-01 20:47:00,"['보상', '정답', '방식', '학습', '큐원']"
"MS, '대화형 AI 웹' 구축 지원하는 ‘NL웹’ 출시...""AI 시대의 HTML 표준""",2025-06-01 20:23:00,"['웹사이트', '질문', '벡터', '검색', '자연어']"
김재원 엘리스그룹 대표 “국내 최적화된 AI 데이터센터로 매출 2배 증가...해외 진출도 기대”,2025-06-01 19:50:00,"['센터', '엘리스', '전력', '데이터', '그룹']"
"앤트로픽, '바이브 코딩' 앞세워 5개월 만에 매출 3배로 증가",2025-06-01 14:00:00,"['매출', '달러', '앤트로픽', '클로드', '연간']"
"오픈AI, 챗GPT 'AI 슈퍼 비서' 계획 담긴 내부 문서 공개...""강력한 경쟁자는 메타""",2025-06-01 13:05:00,"['슈퍼', '상반기', '메타', '어시스턴트', '문서']"
"[AI의 역사] 50 신경망, 거리로 나가다 – 내브랩과 자율주행 신경망 앨빈",2025-06-01 10:41:00,"['내브랩', '주행', '차량', '자율', '신경망']"
"NYT ""머스크, 대선 기간 중 마약 포함 약물 다량 복용""",2025-05-31 22:59:00,"['복용', '약물', '머스크', '케타민', '마약']"
"""AI가 검색의 경쟁 기술인가""...구글 독점 재판서 판사가 의문 제기",2025-05-31 22:45:00,"['검색', '판사', '크롬', '다른', '재판']"
"""해킹·데이터 유출에 취약한 '바이브 코딩'...인간 검토 필요""",2025-05-31 22:01:00,"['코드', '러버블', '코딩', '보안', '리플릿']"
"""미세조정보다 RAG 개선이 더 효율적""...강화 학습 프레임워크 등장",2025-05-31 21:28:00,"['검색', '제로', '구진', '문서', '성능']"
"르쿤 ""AI와 인간 지능은 4가지 차이...월드 모델의 '추상화' 능력이 이를 메울 것""",2025-05-31 20:45:00,"['르쿤', '계층', '예측', '제파', '방식']"
"월드 모델 기반 ‘실시간 인터랙티브 비디오 생성’ 기술 등장...""동영상 AI와 달라""",2025-05-31 19:45:00,"['오디세이', '영상', '비디오', '프레임', '랙티브']"
"프리윌린 ""AI 에듀테크 시장 '대학'으로 빠르게 확대...50여곳 AI 학습 플랫폼 도입""",2025-05-31 18:32:00,"['캠퍼스', '대학', '프리윌린', '윌린', '중고']"
[AI 이슈트렌드] 21대 대선 앞두고 정치 키워드 대거 포함,2025-05-31 17:25:00,"['이슈', '워드', '랭킹', '스코어', '이스트']"
"KAIST 명현 교수팀, 국제 로봇대회 위치 추정 챌린지서 우승",2025-05-31 17:25:00,"['정합', '린지', '어반', '스캔', '라이']"
"[5월30일] 애플이 구글의 AI를 따라잡기 어려운 이유...""25년의 차이 때문""",2025-05-31 07:00:00,"['애플', '솔트룩스', '아이폰', '구버', '개발']"
게임 회사의 두뇌 칩… 올해 말 공개 예정!,2025-05-31 07:00:00,"['예주', '타임스', '힙합', '베타', '베이퍼웨어']"
"메타 ""추론 시간 짧을수록 AI 정확도 34% 향상...과하게 생각하지 말 것""",2025-05-30 18:05:00,"['추론', '다수결', '방식', '성능', '과정']"
"젠슨 황 ""딥시크를 엔비디아 칩에서 작동해야 미국이 이기는 것""",2025-05-30 18:05:00,"['엔비디아', '중국', '의원', '수출', '행정부']"
"'오큘러스 창시자' 러키, 자신 쫒아낸 저커버그와 8년 만에 손잡아",2025-05-30 18:05:00,"['안두릴', '메타', '러키', '저커버그', '군용']"
"오픈AI 고소한 뉴욕 타임스, 아마존과 첫 AI 라이선스 계약 체결",2025-05-30 18:05:00,"['아마존', '알렉사', '소송', '콘텐츠', '기사']"
"델라웨어주, 오픈AI 자산 평가 위해 은행에 자문...핵심은 비영리 부분 지분 비율",2025-05-30 18:05:00,"['비영리', '부문', '델라웨어주', '법무', '장관']"
"오픈AI, '머스크 부당 행위 금지' 반소 유지 요청",2025-05-30 18:00:00,"['반소', '머스크', '상대로', '주장', '소송']"
"머스크, 특별 공무원 임기 마치고 트럼프에 감사 인사",2025-05-30 18:00:00,"['트럼프', '대통령', '행정부', '임기', '머스크']"
"퍼플렉시티, AI 검색 넘어 B2B 도구로 확장...'퍼플렉시티 랩스' 출시",2025-05-30 18:00:00,"['퍼플', '시티', '랩스', '검색', '결과물']"
"동영상 AI '클링', 2.1 버전으로 업그레이드",2025-05-30 18:00:00,"['동영상', '업데이트', '콰이쇼우', '영상', '버전']"
"블랙 포레스트, '네이티브' 기능 대응할 이미지 생성·편집 도구 출시",2025-05-30 18:00:00,"['포레스트', '랩스', '블랙', '이미지', '플럭스']"
"허깅페이스, '오픈 소스' 휴머노이드 2종 공개...가격은 410만원",2025-05-30 18:00:00,"['로봇', '호프', '로보틱스', '리치', '페이스']"
'국가 AI 컴퓨팅 센터' 구축 사업 1차 공모에 신청자 없어,2025-05-30 17:55:00,"['공모', '공고', '컨소시엄', '국가', '응찰']"
"[게시판] 카카오모빌리티, 구글  ‘I/O’서 하이브리드 AI 도입 사례 소개 외 단신",2025-05-30 17:50:00,"['모빌리티', '팬덤', '카카오', '플로', '누비']"
"트위니, 태국 로봇 SI기업과 자율주행 로봇 솔루션 공급 MOU",2025-05-30 16:24:00,"['태국', '트위', '로봇', '영석', '자동화']"
"UNIST, AI 공학석사·실습형 교육생 동시 모집",2025-05-30 14:30:00,"['울산', '공학', '투스', '노바', '교육']"
"한국RE100협의체, 2025년 RE100 기술 전략 컨퍼런스 개최",2025-05-30 14:05:00,"['에너지', '재생', '제도', '이행', '전력']"
"이스트에이드, 사진으로 5초 영상으로 만드는 AI ‘모션 프로필’ 출시",2025-05-30 13:59:00,"['프로필', '미브', '이스트', '이드', '브랜딩']"
"호미 AI, 실리콘밸리 VC '허슬펀드'로부터 시드 투자 유치",2025-05-30 13:55:00,"['호미', '허슬', '투자', '펀드', '김태윤']"
"뉴로핏, 증권신고서 제출…코스닥 상장 본격화",2025-05-30 13:53:00,"['뉴로핏', '치료', '아쿠아', '공모', '질환']"
"코오롱베니트, AI 얼라이언스 참여사 렛서와 세미나 진행",2025-05-30 13:49:00,"['코오롱', '니트', '얼라이언스', '세미나', '인큐']"
"에이아이트릭스, ‘시계열 데이터’ 연구 논문 발표…“의료진 도움 줄 것”",2025-05-30 13:47:00,"['시계열', '예측', '기법', '의료', '트릭']"
"니어스랩, 말레이시아 항공기 유지·보수 기업과 MOU",2025-05-30 12:54:00,"['항공기', '어스', '정비', '말레이시아', '드론']"
"포티투마루, 생성 AI 인재 양성 위한 우수 연구원 워크숍 개최",2025-05-30 12:50:00,"['포티', '마루', '연구원', '대학원', '김동환']"
"데이터메이커, 대한항공과 AI 에이전트 기반 항공정비 혁신 업무 협약",2025-05-30 12:47:00,"['메이커', '항공', '정비', '대한항공', '협약']"
"딥시크, 'R1' 업데이트 정보 추가 공개...""o3·제미나이 2.5에 성능 근접""",2025-05-30 12:36:00,"['시크', '성능', '모델', '큐원', '토큰']"
"[5월29일] 앤트로픽 CEO ""AI가 5년 안에 초급 사무직의 50%를 없앨 것""",2025-05-30 07:00:00,"['일자리', '데이', '발언', '음성', '크롬']"
인간보다 AI가 ‘감정지능’ 높다!,2025-05-30 07:00:00,"['예주', '타임스', '힙합', '베타', '베이퍼웨어']"
"머스크, UAE서 오픈AI '스타게이트' 방해했지만 실패",2025-05-29 18:05:00,"['대통령', '트럼프', '머스크', '동행', '백악관']"
"머스크, '그록' 배포 위해 텔레그램에 4000억 지불...""창립자와 절친 관계""",2025-05-29 18:05:00,"['텔레그램', '로프', '머스크', '창립', '관계']"
"딥시크-R1, 최신 버전 업데이트...""사소한 시험 업데이트""",2025-05-29 18:05:00,"['업데이트', '시크', '버전', '채널', '개발자']"
"엔비디아, 수출 규제로 11조 매출 손실 예상...수익 전망은 낙관적",2025-05-29 18:05:00,"['분기', '매출', '달러', '엔비디아', '손실']"
"오픈AI ""기업 구조 변경하면 IPO 가능해져""",2025-05-29 18:05:00,"['상장', '프라이어', '변경', '비영리', '구조']"
"미스트랄, 첫 임베딩 모델 출시...""오픈AI·코히어보다 코드 검색 뛰어나""",2025-05-29 18:00:00,"['코드', '임베딩', '미스트랄', '스트', '모델']"
"""iOS 18이 iOS 26으로 변경'...애플, OS 버전 표시 '연도'로 교체",2025-05-29 18:00:00,"['애플', '개편', '시리', '개발자', '사항']"
"저커버그 ""메타 AI 월간 활성 사용자 10억명 확보""",2025-05-29 18:00:00,"['메타', '수치', '저커버그', '챗봇', '분기']"
"솔트룩스, 추론 모델 ‘루시아 3.0’·업그레이드 ‘구버’ 공개",2025-05-29 18:00:00,"['루시아', '솔트룩스', '구버', '추론', '이경일']"
"구글, '포토' 앱에 AI 편집 기능 추가...다음달 안드로이드폰 전체로 확대",2025-05-29 18:00:00,"['포토', '앨범', '편집', '이매진', '프레임']"
솔트룩스 “AI 콘텐츠 재생산-수익창출 구조로 유입률 상승할 것”,2025-05-29 18:00:00,"['구버', '솔트룩스', '재생산', '이경일', '수익']"
"코딧, 넷플릭스·우버 출신 정책 전문가 연주환 부사장 영입",2025-05-29 17:45:00,"['코딧', '정책', '부사', '정지은', '총괄']"
"[AI&빅데이터쇼] 엣지크로스, LLM 기반 기계관리 ‘셀프AI 에이전트’ 최초 공개",2025-05-29 17:05:00,"['기계', '크로스', '셀프', '엣지', '대화']"
"크라토스 ""국민 절반, AI로 직업과 일상에 위협 느껴""",2025-05-29 16:55:00,"['피터', '고성민', '응답', '파트너', '위협']"
"[AI의 역사] 49 신경망, 드디어 손 글씨를 인식하다 - 얀 르쿤의 LeNet과 MNIST",2025-05-29 16:55:00,"['신경망', '연구', '역전', '인식', '르쿤']"
"브이캣, AI 프로덕션 ‘크리젠 랩’ 출범...""제작비 최대 90% 절감""",2025-05-29 16:49:00,"['제작', '크리', '영상', '브이캣', '콘텐츠']"
"[AI&빅데이터쇼] 넥스브이, 배리어프리 음성주문 키오스크 솔루션 선보여",2025-05-29 16:46:00,"['주문', '넥스', '브이', '배리어프리', '오스']"
"LG CNS ""시스템 개발 전 과정에 AI 도입…코딩 플랫폼 전면 고도화""",2025-05-29 15:05:00,"['이체', '코드', '계좌', '코딩', '시스템']"
"씨드로닉스, 운항 모니터링 AI 플랫폼 ‘국방부 시범 사용 품목’ 선정",2025-05-29 14:55:00,"['선박', '씨드', '용품', '닉스', '운항']"
"마인드로직, 서강대에 생성 AI 플랫폼 ’팩트챗’ 공급",2025-05-29 14:20:00,"['로직', '서강대', '마인드', '팩트', '김진욱']"
"버즈니, 홈쇼핑모아에 AI 상품 특장점 요약 기능 추가",2025-05-29 14:17:00,"['홈쇼핑', '상품', '버즈', '장면', '특장점']"
"저작권위, ‘공유마당 AI 원천데이터 활용 공모전’ 개최",2025-05-29 14:16:00,"['심사', '응모', '수상작', '공모전', '상금']"
"세일즈포스, 6월18일 ‘월드투어 코리아’서 AI 에이전트 사례 소개",2025-05-29 14:14:00,"['포스', '코리아', '투어', '컨퍼런스', '각종']"
"팔레트, ‘브랜드 중심 AI 광고’로 디지털이노베이션 대상 수상",2025-05-29 14:11:00,"['팔레트', '브랜드', '광고', '이종근', '제작']"
"텔레픽스, 블루카본 관측 AI 위성 ‘블루본’ 고해상도 이미지 첫 공개",2025-05-29 12:43:00,"['위성', '블루', '카본', '텔레픽스', '해상도']"
"원티드랩-퓨처플레이, 투자 스타트업 대상 ‘인재 채용 지원 프로그램’ 운영",2025-05-29 12:38:00,"['원티드', '퓨처', '플레이', '인재', '채용']"
"노타, 윈드리버 플랫폼에 AI 최적화 기술 연동…생성 AI 모델 개발 협력",2025-05-29 12:33:00,"['리버', '윈드', '디벨로퍼', '넷츠', '노타']"
"바이버, 명품 시계 이미지 검색 ‘바이버 AI 렌즈’ 출시",2025-05-29 10:45:00,"['바이버', '시계', '렌즈', '이미지', '명품']"
"LGU+, '익시오’에 뤼튼 AI 콘텐츠 제공 협약",2025-05-29 10:30:00,"['뤼튼', '이세영', '이재원', '컨슈머', '일상']"
"[5월28일] 코딩과 STEM 교육이 더 중요해지는 이유...""앞으로는 누구나 프로그램 만들어 쓸 것""",2025-05-29 07:00:00,"['코딩', '프로그래밍', '인간', '이해', '누구']"
영화 속 상황이 진짜로? 휴머노이드 권투 대회!,2025-05-29 07:00:00,"['예주', '타임스', '힙합', '베타', '베이퍼웨어']"
"구글, 크롬에 ‘제미나이’ 통합...브라우저 화면에 대한 음성 채팅 가능",2025-05-28 18:05:00,"['미나', '크롬', '브라우저', '화면', '챗봇']"
"앤트로픽, 모바일 '클로드' 앱에 음성 모드 탑재",2025-05-28 18:05:00,"['음성', '앤트로픽', '대화', '클로드', '모드']"
"오픈AI, '챗GPT'로 타사 앱 로그인 기능 추진...'운영체제'로 확장 시도",2025-05-28 18:05:00,"['로그인', '계정', '개발자', '운영체제', '이용자']"
"메타, AI 부서 제품팀·AGI팀으로 재편...분위기 반등 성공할까",2025-05-28 18:05:00,"['조직', '메타', '개편', '부서', '콕스']"
"피차이 ""AI는 인터넷보다 큰 플랫폼...구글에 더 큰 기회 줄 것""",2025-05-28 18:05:00,"['생각', '변화', '순간', '피차', '기회']"
"머스크의 뉴럴링크, 12조 기업 가치로 신규 자금 조달...반년 만에 몸값 3배로 상승",2025-05-28 18:00:00,"['뉴럴링크', '이식', '환자', '가치', '달러']"
"""코딩 AI 도입으로 회사 기대치 높아져...업무 양·질 모두 압박 받아""",2025-05-28 18:00:00,"['아마존', '엔지니어', '업무', '직원', '코딩']"
"""AI로 인해 미국 기술 기업 대졸 신입 채용 25% 줄어""",2025-05-28 18:00:00,"['채용', '졸업생', '파이어', '시그널', '일자리']"
"미스트랄, 기업용 '에이전트 API' 출시",2025-05-28 18:00:00,"['미스트랄', '커넥트', '커넥터', '검색', '요금']"
"밸브 CEO, 올해 말 첫 두뇌 칩 공개 예정...""게임과 연결할 것""",2025-05-28 18:00:00,"['밸브', '게임', '전력', '연결', '밀리와트']"
"세일즈포스, AI 데이터 도구 강화 위해 인포매티카 11조에 인수",2025-05-28 17:42:00,"['포스', '인수', '티카', '인포', '달러']"
